ID,adoption,died,euthanasia,return_to_owner,transfer
35,0.57454073,0.009441892,0.009163425,0.004581193,0.40227273
36,0.4446096,0.001964454,0.019910226,0.30162194,0.23189375
37,0.011343298,0.0030902117,0.009206169,0.0016896401,0.97467065
38,0.9517789,0.0005557061,0.001224261,0.023715086,0.022726014
39,0.3625905,0.0013848786,0.013396213,0.48133874,0.14128967
40,0.35034275,0.001865905,0.018076738,0.059037015,0.5706776
41,0.088486336,0.0030850137,0.011521231,0.28627357,0.61063385
42,0.005351513,0.007954922,0.03495461,0.004823075,0.9469158
43,0.58739847,0.0020346073,0.016993314,0.10311101,0.2904626
44,0.0020138097,0.011118641,0.015212687,0.0022787831,0.969376
45,0.19941746,0.004930245,0.16921958,0.031641986,0.5947907
46,0.2406373,0.0024510724,0.033640176,0.041037425,0.68223405
47,0.25906682,0.0018849464,0.028389271,0.20062482,0.51003414
48,0.5806857,0.0024965834,0.020384673,0.25555113,0.14088196
49,0.35152188,0.0015907965,0.038000744,0.3825867,0.22629991
50,0.035712007,0.0023433308,0.02738324,0.12326424,0.81129724
51,0.15470983,0.034898557,0.04105523,0.01802543,0.75131094
52,0.17289843,0.0018134424,0.014605826,0.69628686,0.114395425
53,0.97501445,0.0010260006,0.0018112831,0.0047830413,0.017365223
54,0.091425404,0.0058013736,0.050027773,0.008185467,0.84455997
55,0.012034138,0.011017772,0.512038,0.03269186,0.43221825
56,0.39423686,0.0046635284,0.046878505,0.23790117,0.31631997
57,0.6503787,0.0014946787,0.0060516773,0.27656278,0.06551213
58,0.0008307341,0.0103573445,0.029063186,0.0016192652,0.9581294
59,0.0004978281,0.00072874204,0.0019419031,0.00082759483,0.9960039
60,0.8412384,0.0006777694,0.0023543788,0.022037966,0.13369153
61,0.78869426,0.001698381,0.027067693,0.07296153,0.1095781
62,0.15302742,0.0012572318,0.12786862,0.46110725,0.2567395
63,0.39594686,0.0015853198,0.016838046,0.27525514,0.31037462
64,0.0008839176,0.006438928,0.020771729,0.0013477864,0.97055763
65,0.0009334476,0.0015456866,0.002973258,0.0004740899,0.99407357
66,0.7903236,0.00128602,0.004098456,0.15151824,0.052773643
67,0.97558326,0.0004960514,0.0011392736,0.0061594956,0.01662191
68,0.083197266,0.005623086,0.14402841,0.45538095,0.31177032
69,0.4093921,0.001771771,0.028343106,0.43365985,0.12683319
70,0.00067588774,0.0005812345,0.0017298643,0.00072516117,0.9962878
71,0.008454365,0.003486009,0.017832907,0.011914563,0.9583121
72,0.96740305,0.000514419,0.0009871989,0.016757114,0.014338191
73,0.0009411775,0.012131852,0.032876898,0.0025907718,0.95145935
74,0.34357366,0.0018724796,0.011127717,0.20981622,0.43360996
75,0.0011206114,0.0036581168,0.008422724,0.0034903763,0.9833082
76,0.68829894,0.0736207,0.013579583,0.011908161,0.21259262
77,0.9151367,0.0005451946,0.0017329183,0.003465258,0.07911989
78,0.009897427,0.0010364379,0.0074809045,0.0016128509,0.9799724
79,0.46472207,0.0017304145,0.018312061,0.3254534,0.18978205
80,0.9748111,0.0011198417,0.0017374794,0.0041168146,0.018214758
81,0.008964092,0.0050240667,0.06282733,0.0069019087,0.91628265
82,0.00059997174,0.0012123479,0.013828372,0.0015235876,0.9828357
83,0.73414975,0.0012009641,0.0075937295,0.19709711,0.059958454
84,0.0011855486,0.020669263,0.023936627,0.0031034949,0.95110506
85,0.4757274,0.0014954215,0.036431793,0.42760786,0.05873749
86,0.012536893,0.011473924,0.06963496,0.004391426,0.90196276
87,0.030823763,0.0022623946,0.20743312,0.624764,0.1347167
88,0.44200996,0.0022221077,0.067735665,0.24353357,0.24449874
89,0.003916848,0.0015624359,0.14399403,0.0061282315,0.84439844
90,0.7666887,0.001572465,0.0034615186,0.017902898,0.21037437
91,0.00082931155,0.0012640174,0.005578537,0.0010297844,0.9912984
92,0.0005585701,0.00053966086,0.0036237943,0.0009762067,0.9943018
93,0.8574315,0.001647699,0.004591855,0.005820991,0.13050802
94,0.44807658,0.0021148345,0.011930193,0.39293244,0.144946
95,0.007297518,0.0016746845,0.005733801,0.0018726676,0.9834214
96,0.9279296,0.00054823526,0.005129481,0.05026231,0.016130313
97,0.47055998,0.0014300656,0.020177398,0.35634008,0.1514925
98,0.0006674761,0.003098681,0.0064958828,0.0010121693,0.98872584
99,0.23163208,0.0073144888,0.021307277,0.0091665145,0.7305796
100,0.367266,0.0013202542,0.012354741,0.38629285,0.2327661
101,0.6058198,0.001626842,0.004845629,0.010683191,0.37702456
102,0.92515355,0.0007224771,0.004295902,0.04366886,0.026159147
103,0.3948464,0.0020536762,0.013705303,0.3456715,0.2437231
104,0.38306394,0.0015724886,0.026208906,0.2612259,0.32792872
105,0.2641613,0.0046789655,0.0112196645,0.16914023,0.55079985
106,0.70896614,0.0012657515,0.009638601,0.1504095,0.12971996
107,0.5553255,0.001014248,0.012748622,0.39915136,0.031760268
108,0.025832,0.0023831099,0.0361585,0.5029649,0.43266147
109,0.9869638,0.00042981174,0.0011027353,0.0032400405,0.008263577
110,0.31348035,0.0015139388,0.023713846,0.25786662,0.40342528
111,0.38596883,0.001499935,0.02167841,0.4638823,0.12697059
112,0.6413121,0.0023796624,0.03913499,0.20141485,0.115758404
113,0.23033516,0.002378699,0.015393608,0.5474505,0.20444207
114,0.2740869,0.0015436171,0.020069988,0.4941846,0.21011484
115,0.0006656966,0.0005264944,0.002030423,0.0006343704,0.99614304
116,0.7341799,0.0017765145,0.0030388725,0.101452194,0.1595525
117,0.7896503,0.0011052324,0.0026356818,0.14686242,0.059746306
118,0.020217482,0.002345185,0.10169737,0.36118025,0.5145597
119,0.078927785,0.0029216134,0.035216056,0.73971057,0.14322396
120,0.6511497,0.0063698124,0.07193932,0.058113515,0.21242765
121,0.57747966,0.0012048542,0.0035568224,0.0091181,0.40864056
122,0.9252401,0.0015617409,0.0042803762,0.008357353,0.0605604
123,0.9747706,0.0005025773,0.0013801804,0.0056030843,0.01774348
124,0.0010759541,0.01371088,0.015363141,0.0019427923,0.96790725
125,0.0016801474,0.004614245,0.02435512,0.008245515,0.961105
126,0.9612322,0.0006644593,0.0012762457,0.011487011,0.025340132
127,0.010792442,0.0012523482,0.009166833,0.001767003,0.9770214
128,0.8408612,0.00946314,0.0035164973,0.046556268,0.09960294
129,0.9850404,0.0004529604,0.0015215997,0.0069128214,0.0060722353
130,0.97036695,0.00061781146,0.0022542896,0.015140469,0.011620474
131,0.47669327,0.001977835,0.013726324,0.43267077,0.07493177
132,0.98388827,0.0009048344,0.0017137565,0.0056490684,0.007844017
133,0.8040524,0.0012202739,0.0035167641,0.004157179,0.18705334
134,0.20832738,0.0017207047,0.018748133,0.50245166,0.26875213
135,0.6415699,0.0018308487,0.056133766,0.12608166,0.17438385
136,0.27219912,0.001402218,0.011471112,0.68573844,0.029189082
137,0.48133686,0.0018835916,0.05017334,0.20173693,0.2648693
138,0.0007358449,0.0013207253,0.015886225,0.0013974619,0.9806598
139,0.38135493,0.010515028,0.01304782,0.46283558,0.13224666
140,0.08237381,0.0014794201,0.004206467,0.027410978,0.8845293
141,0.5935809,0.0019034472,0.008662783,0.16406614,0.23178667
142,0.15126422,0.003217656,0.043504797,0.0039258166,0.7980875
143,0.31604367,0.0014986633,0.08022482,0.41021517,0.19201773
144,0.24356872,0.0020349373,0.056916945,0.49645475,0.2010246
145,0.3616133,0.003056474,0.179225,0.21987091,0.23623432
146,0.30605087,0.0019584862,0.03014848,0.47064468,0.19119751
147,0.6301932,0.0128343515,0.19841263,0.091608636,0.06695117
148,0.2697102,0.001290071,0.027184945,0.64392835,0.05788641
149,0.0005749145,0.00055893284,0.0022768297,0.0006658693,0.9959234
150,0.027228223,0.005889378,0.020532114,0.002950543,0.9433998
151,0.15224543,0.0029886863,0.23189132,0.051631853,0.56124276
152,0.032413688,0.0028459716,0.10207735,0.010601218,0.8520618
153,0.49337345,0.0019445167,0.0048314277,0.08087979,0.41897082
154,0.022081887,0.0021205477,0.06570643,0.17224196,0.7378492
155,0.77747875,0.0035542604,0.003552666,0.018144697,0.19726959
156,0.92281634,0.0014222539,0.0019682765,0.031660926,0.04213217
157,0.24010962,0.0014627326,0.0376148,0.5112235,0.20958935
158,0.0011014538,0.009703379,0.009520719,0.0017147912,0.97795963
159,0.20163915,0.0015426319,0.02470499,0.26553562,0.5065776
160,0.5235344,0.0018459879,0.018954886,0.29589367,0.15977101
161,0.45741233,0.0018209011,0.0064831073,0.17985903,0.35442463
162,0.40627518,0.0059479717,0.022393314,0.16366053,0.40172306
163,0.0024686304,0.0062493174,0.016387122,0.0046495027,0.9702454
164,0.9907856,0.0003469639,0.00089534896,0.0031774014,0.0047946568
165,0.28506914,0.0024452675,0.02241176,0.41679034,0.27328354
166,0.9257096,0.001099336,0.0019287583,0.004504076,0.0667583
167,0.5391948,0.0016727436,0.030192714,0.32483876,0.10410095
168,0.64890796,0.0012111992,0.009195787,0.20626505,0.13442
169,0.28579628,0.0016950578,0.008106366,0.66295123,0.041451063
170,0.7127539,0.0018620623,0.003654961,0.039008062,0.24272105
171,0.0008505996,0.0009480098,0.0050558397,0.0011228493,0.99202263
172,0.4065941,0.0019346732,0.010663446,0.24029043,0.3405174
173,0.2803752,0.0026270389,0.051610585,0.59741056,0.06797661
174,0.2434537,0.002174473,0.07005946,0.48884183,0.19547059
175,0.4001248,0.002113013,0.012884452,0.5074219,0.077455856
176,0.4587603,0.0051457253,0.014600335,0.006584091,0.51490957
177,0.32852972,0.0024398034,0.06854949,0.4181319,0.1823491
178,0.8215326,0.0025844383,0.014115165,0.12933141,0.032436393
179,0.799614,0.0034508747,0.013374007,0.05520386,0.12835725
180,0.011090077,0.0019744593,0.060896184,0.0143366195,0.91170263
181,0.00066635065,0.0016016018,0.009991128,0.0016476427,0.9860933
182,0.8291495,0.0033686142,0.013771407,0.007063667,0.1466468
183,0.41460067,0.0023405922,0.015717486,0.26342952,0.3039117
184,0.08192753,0.0020977831,0.039861232,0.22812195,0.64799154
185,0.5777345,0.0019291057,0.0049232747,0.28146565,0.13394748
186,0.2411745,0.0015698916,0.011657388,0.56308466,0.18251358
187,0.0011053183,0.0035320031,0.016316177,0.0021704165,0.9768761
188,0.39841864,0.0024431027,0.015280234,0.32383332,0.26002467
189,0.6792752,0.0011333718,0.0039522364,0.04633319,0.26930594
190,0.96389174,0.00061713625,0.0026187364,0.01834548,0.01452688
191,0.4011815,0.0018730647,0.014835593,0.54020226,0.041907575
192,0.53599924,0.0017707669,0.018904077,0.3253718,0.11795415
193,0.09113768,0.004304168,0.02365011,0.24132866,0.63957936
194,0.33741108,0.002170208,0.018621711,0.032920692,0.60887635
195,0.87581146,0.0008592186,0.0020072402,0.017877026,0.103445046
196,0.56694067,0.001616011,0.003659362,0.031705767,0.39607817
197,0.6413617,0.0014435896,0.016501151,0.3080185,0.03267498
198,0.663687,0.0013244681,0.01190252,0.24745707,0.07562893
199,0.3023024,0.0015103961,0.041470867,0.41555592,0.23916042
200,0.6221809,0.0012164509,0.0072641107,0.22895259,0.14038593
201,0.006073554,0.0033542055,0.05161268,0.007625223,0.93133426
202,0.18243372,0.0013869007,0.03494263,0.119980186,0.66125655
203,0.70609254,0.0012889262,0.0073878057,0.25237486,0.0328559
204,0.8635047,0.0030504712,0.006922361,0.026499402,0.100023106
205,0.1108688,0.0042926534,0.079066746,0.6058634,0.19990844
206,0.45199814,0.0018770273,0.04137997,0.07122366,0.4335212
207,0.18090975,0.0006512288,0.007871086,0.13509177,0.67547613
208,0.2740177,0.003777183,0.058446072,0.5569061,0.10685294
209,0.31587186,0.0015167135,0.020955104,0.30861557,0.3530407
210,0.7385544,0.001589847,0.010143204,0.21397041,0.03574214
211,0.00096564984,0.0022135335,0.006106987,0.00080144213,0.98991245
212,0.07389669,0.001569501,0.031067142,0.457232,0.43623465
213,0.57245964,0.0012511569,0.011487686,0.34058413,0.07421738
214,0.8707707,0.0019368746,0.010215455,0.026834935,0.090242036
215,0.0007737354,0.007789881,0.008285558,0.0015042836,0.9816466
216,0.6261938,0.0017618227,0.018099196,0.10748321,0.24646196
217,0.8873568,0.0047381464,0.0065031108,0.007668294,0.09373361
218,0.25509015,0.0015433036,0.028128495,0.07786131,0.6373768
219,0.449158,0.0014242738,0.014941038,0.15531294,0.37916374
220,0.2735338,0.0022558954,0.03348862,0.5114799,0.17924178
221,0.013776477,0.0019896503,0.072614715,0.769793,0.14182623
222,0.0020414465,0.004431647,0.0039158445,0.0005963167,0.9890147
223,0.19675085,0.07876462,0.03738192,0.007539874,0.67956275
224,0.6247249,0.0017254842,0.0066757184,0.29245874,0.07441514
225,0.52911454,0.0025715933,0.04768701,0.3520435,0.06858338
226,0.6897247,0.0015759125,0.020325601,0.08770663,0.20066722
227,0.063282676,0.0038707086,0.17939053,0.0040982375,0.7493579
228,0.0052157566,0.004617158,0.029469408,0.0140737565,0.9466239
229,0.43461633,0.002145135,0.026199609,0.33753663,0.19950223
230,0.0012360236,0.002740429,0.003610224,0.00076930673,0.99164397
231,0.9836961,0.00041687218,0.0008741804,0.008728314,0.0062845
232,0.9717907,0.00036898855,0.0009217437,0.0058642398,0.021054292
233,0.00079181854,0.0020326015,0.00985157,0.0018442245,0.9854798
234,0.032981046,0.0018934128,0.49934146,0.33612478,0.12965934
235,0.28660557,0.0018260917,0.049920592,0.61864,0.04300773
236,0.7965212,0.0015714981,0.003069078,0.009108562,0.18972975
237,0.50908667,0.0018639907,0.006770964,0.3430264,0.13925198
238,0.013080617,0.0031888464,0.06904161,0.013455199,0.90123373
239,0.7853973,0.0037482912,0.0045311917,0.1593392,0.046983987
240,0.7990777,0.0012768987,0.0040530595,0.014692878,0.1808995
241,0.97994995,0.00043320295,0.0012796018,0.0036761512,0.014661064
242,0.310931,0.002682974,0.019924045,0.39202562,0.27443638
243,0.9829296,0.00077910704,0.0023863,0.0028804042,0.011024673
244,0.3111527,0.0017706068,0.022062998,0.21334253,0.45167118
245,0.27668455,0.0016258599,0.06614173,0.28381294,0.37173492
246,0.3302865,0.0019719831,0.037817918,0.43179172,0.1981319
247,0.30191314,0.00148415,0.01754024,0.1008632,0.5781993
248,0.3704041,0.001609059,0.011873972,0.13905846,0.47705436
249,0.19916052,0.0013530505,0.038938653,0.5416754,0.21887241
250,0.93505454,0.0016430088,0.0038649854,0.004701897,0.05473554
251,0.0009821407,0.0029603965,0.0136868935,0.9267492,0.0556213
252,0.26010835,0.0015561797,0.034235965,0.59400594,0.11009352
253,0.0011626695,0.002789868,0.032741446,0.0021824653,0.9611236
254,0.29668367,0.0015548709,0.05337357,0.48198718,0.16640066
255,0.00085608143,0.0009842219,0.008584147,0.0012644054,0.9883111
256,0.5225943,0.0016059706,0.01155444,0.25801802,0.2062273
257,0.26620188,0.002367843,0.035928175,0.06673845,0.6287637
258,0.53408307,0.0023517276,0.022224022,0.07853414,0.36280704
259,0.3238209,0.002202291,0.047277372,0.41953313,0.20716625
260,0.96768236,0.00049911137,0.0010997663,0.007637751,0.023081027
261,0.79391146,0.0011461733,0.0029052882,0.058852997,0.14318408
262,0.6925656,0.001090242,0.012221326,0.15269387,0.14142893
263,0.8282891,0.0013776167,0.0033538493,0.10675579,0.060223624
264,0.34054723,0.0022045644,0.028313527,0.36328328,0.26565138
265,0.46197814,0.0022779088,0.008655236,0.3200705,0.20701824
266,0.057959925,0.0012062583,0.020202732,0.030105133,0.890526
267,0.0058790282,0.0025662025,0.0527279,0.012031061,0.92679584
268,0.0059744758,0.0024599384,0.40614033,0.014162051,0.57126325
269,0.00067099556,0.0014667623,0.002047563,0.0012354758,0.9945792
270,0.937602,0.0011884832,0.0021635438,0.030449882,0.028596118
271,0.006625396,0.009235884,0.07137376,0.0054032123,0.9073617
272,0.08088611,0.022296948,0.6374055,0.011475892,0.24793552
273,0.045945115,0.0029591334,0.028244598,0.4371474,0.4857037
274,0.28977323,0.004443937,0.17404757,0.07753652,0.45419872
275,0.21224928,0.0027629877,0.5608751,0.023870444,0.20024216
276,0.010987458,0.015800128,0.18674558,0.014346379,0.7721204
277,0.0006706968,0.0026822165,0.0061620185,0.0024150047,0.9880701
278,0.11187538,0.0117862765,0.051279735,0.10274415,0.7223145
279,0.4535247,0.0020262732,0.012863413,0.08804363,0.44354197
280,0.040480398,0.0081283245,0.03601065,0.0980077,0.817373
281,0.44751778,0.0012390623,0.0159807,0.3103526,0.2249099
282,0.2089007,0.0014207427,0.024833007,0.49331608,0.27152947
283,0.0069081965,0.0032764366,0.027499776,0.01035218,0.95196337
284,0.9041735,0.00081637566,0.002432986,0.006345997,0.086231105
285,0.11530764,0.0016739783,0.0591909,0.583177,0.2406505
286,0.2415835,0.0015084035,0.03708175,0.45395938,0.265867
287,0.0018407563,0.0073888972,0.0041534337,0.0010071878,0.9856097
288,0.00081527303,0.0020129574,0.0180209,0.0016452218,0.9775056
289,0.5354566,0.0016748568,0.0062846467,0.30151346,0.15507047
290,0.418,0.003019285,0.024186794,0.33993852,0.21485534
291,0.91069466,0.002226014,0.005176131,0.01474018,0.06716296
292,0.98183894,0.00049282226,0.001141559,0.0062643765,0.010262252
293,0.8163947,0.0013733803,0.00421275,0.0062045157,0.17181472
294,0.028279066,0.0027895747,0.15030885,0.08897166,0.7296509
295,0.22211453,0.0016578592,0.02564999,0.71214515,0.038432408
296,0.0072327093,0.004219607,0.030434864,0.013164391,0.94494843
297,0.2947864,0.0017303614,0.021665106,0.496004,0.18581414
298,0.010811618,0.009249417,0.12760143,0.020225264,0.8321123
299,0.70084316,0.0013200867,0.017740803,0.15784782,0.12224815
300,0.26173654,0.00239926,0.019189164,0.2096141,0.5070609
301,0.3914488,0.0022656932,0.018580584,0.54537976,0.04232519
302,0.8035291,0.0011015148,0.0027790747,0.007471465,0.18511884
303,0.98021084,0.00042323564,0.0010083064,0.0057396176,0.0126179615
304,0.3396838,0.0025628905,0.030173682,0.263243,0.36433664
305,0.0056846403,0.0028402566,0.5493268,0.01844329,0.423705
306,0.22031291,0.001974973,0.14040494,0.614802,0.022505203
307,0.9520711,0.0011704097,0.0022018198,0.025692342,0.018864347
308,0.24077708,0.002516291,0.018280284,0.19983742,0.53858894
309,0.8957427,0.001284579,0.0030063225,0.07679002,0.023176396
310,0.24070112,0.014128832,0.029416777,0.011110647,0.7046426
311,0.19256459,0.0013242038,0.025597818,0.15161282,0.6289006
312,0.84708637,0.0009011521,0.0049317316,0.007129938,0.13995081
313,0.0075969473,0.003908586,0.08303023,0.004780456,0.9006838
314,0.27543777,0.0015096451,0.028149398,0.4679677,0.22693557
315,0.0021826366,0.0028338612,0.0076861647,0.0028201398,0.98447716
316,0.459565,0.00087450864,0.0064361165,0.49732846,0.0357959
317,0.38249996,0.0018552953,0.024024295,0.5248372,0.06678324
318,0.86514574,0.0014389745,0.005351502,0.04058559,0.08747817
319,0.0021499998,0.0023371158,0.0060808123,0.0066886162,0.9827435
320,0.55761796,0.0021137216,0.021689182,0.3487193,0.069859795
321,0.21188238,0.0022801606,0.01992993,0.27781156,0.488096
322,0.00047048542,0.0016671474,0.0072024753,0.0011365911,0.98952335
323,0.0009436414,0.0082223145,0.012383851,0.0013163406,0.9771338
324,0.76603985,0.0017358791,0.004275894,0.0071467203,0.22080168
325,0.86853707,0.0009923063,0.002285384,0.017020319,0.11116489
326,0.92892903,0.0012293307,0.0027336206,0.03295523,0.03415283
327,0.92362916,0.0006435981,0.0017960119,0.011878099,0.06205311
328,0.30386013,0.005761857,0.024326064,0.4049282,0.26112375
329,0.8169572,0.0010977184,0.00637737,0.116422996,0.05914469
330,0.02102053,0.0054624397,0.03457086,0.31655395,0.6223922
331,0.12419257,0.0018094805,0.3897392,0.35596314,0.12829567
332,0.00064234046,0.0008316797,0.002860208,0.0005236421,0.9951421
333,0.98368144,0.0004999664,0.0015215669,0.005854826,0.00844223
334,0.4839532,0.0027655645,0.0061346143,0.03294079,0.47420576
335,0.010036661,0.027145345,0.10363032,0.015509094,0.84367865
336,0.85889864,0.0018798556,0.0029171708,0.01305814,0.123246156
337,0.004539983,0.0021152343,0.9177405,0.0069864136,0.06861791
338,0.22948132,0.0014376604,0.021938812,0.3386343,0.4085079
339,0.018458948,0.018698897,0.15353443,0.03602012,0.77328765
340,0.3831035,0.0033949465,0.036413483,0.4169946,0.16009353
341,0.07290296,0.0015994792,0.02168627,0.063434996,0.84037626
342,0.768783,0.0019454457,0.0048520416,0.02413057,0.2002889
343,0.00992621,0.0051387004,0.7168719,0.019315537,0.2487476
344,0.77737975,0.0010308214,0.005655504,0.14074624,0.07518763
345,0.7191491,0.0016143452,0.010129589,0.08651609,0.1825909
346,0.4685223,0.0014047493,0.03421641,0.39249462,0.10336194
347,0.26101348,0.001327573,0.026844094,0.5208968,0.18991809
348,0.032050334,0.008588542,0.020217193,0.004908455,0.9342355
349,0.05121781,0.003421277,0.03922966,0.78264123,0.12349003
350,0.61851573,0.0035253745,0.16448605,0.123355865,0.09011695
351,0.7113376,0.0021448906,0.005261828,0.19583306,0.08542263
352,0.0006329787,0.0012133145,0.01263656,0.001249439,0.9842678
353,0.30813792,0.0027181574,0.031032026,0.5489724,0.109139465
354,0.61377275,0.0033599846,0.0024221588,0.0055186227,0.37492654
355,0.67571455,0.0014769206,0.00835424,0.16195783,0.15249641
356,0.0045887646,0.48516428,0.47831443,0.0016392833,0.0302932
357,0.40762293,0.002609815,0.015984293,0.045938816,0.52784413
358,0.5011505,0.0022148043,0.0046088714,0.01861959,0.47340626
359,0.14009078,0.05142773,0.028016992,0.0062434506,0.77422106
360,0.59336644,0.003712174,0.00485958,0.01638987,0.38167197
361,0.8822362,0.0011608233,0.0027463913,0.003509032,0.1103476
362,0.04154261,0.011470643,0.049850278,0.20850816,0.68862826
363,0.22334686,0.002322235,0.040021744,0.5017956,0.23251356
364,0.8228712,0.002479994,0.0049265665,0.00966104,0.16006126
365,0.424778,0.0018676856,0.01825461,0.09982258,0.4552771
366,0.0043916283,0.006026506,0.92533726,0.006561154,0.057683438
367,0.14844364,0.0023009921,0.0031814012,0.01468635,0.83138764
368,0.097556286,0.0066571212,0.4992958,0.15414529,0.24234553
369,0.0009074521,0.00079484057,0.00421134,0.0008941066,0.99319226
370,0.40663704,0.001311555,0.019249627,0.029208936,0.5435929
371,0.5004833,0.001373665,0.04935736,0.21338978,0.23539591
372,0.85369545,0.0017373324,0.010172434,0.07389112,0.06050369
373,0.9885506,0.00090835564,0.00083856395,0.0056617972,0.0040406855
374,0.20317912,0.002274538,0.03434183,0.52966416,0.23054038
375,0.0010402307,0.0025258148,0.03875268,0.0018925022,0.95578873
376,0.37220106,0.0031750686,0.016361527,0.5007256,0.107536726
377,0.31897768,0.001386761,0.20574287,0.17876776,0.29512495
378,0.7283544,0.001643075,0.0064874864,0.21273042,0.050784692
379,0.40124378,0.00138049,0.011435081,0.1865323,0.39940834
380,0.11508526,0.016742963,0.025480978,0.00973878,0.832952
381,0.93376637,0.0019529976,0.00547684,0.010416206,0.048387617
382,0.0018221986,0.013478878,0.032255933,0.0036842753,0.9487588
383,0.0014469404,0.063005954,0.08607297,0.0026549539,0.8468192
384,0.004357866,0.002035858,0.34236455,0.008170445,0.6430713
385,0.59183455,0.0016985143,0.0072529474,0.30824646,0.090967536
386,0.12336887,0.0016406924,0.021158308,0.6628238,0.1910083
387,0.000959907,0.0026383298,0.023197766,0.001639117,0.9715649
388,0.80663395,0.00084883004,0.0029234632,0.14884889,0.04074493
389,0.92838115,0.0015624728,0.006936308,0.020383254,0.04273681
390,0.9814667,0.0005545493,0.0016888462,0.0067430614,0.009546764
391,0.06305273,0.0030960971,0.17842446,0.63044566,0.12498103
392,0.000606804,0.002055642,0.018833889,0.0018829057,0.9766208
393,0.97315234,0.00063019566,0.001159373,0.006213716,0.01884445
394,0.0056082048,0.0037943015,0.032358535,0.0049400255,0.9532989
395,0.2578349,0.0013603697,0.02822547,0.4841326,0.22844665
396,0.18933271,0.0046809674,0.058463387,0.66339767,0.08412528
397,0.04130536,0.0026133258,0.15969208,0.5421815,0.25420773
398,0.748052,0.0130649395,0.013350955,0.0058948332,0.21963729
399,0.62757075,0.0015364285,0.004582337,0.2801973,0.08611319
400,0.9308557,0.0019521434,0.002805944,0.0116987005,0.052687474
401,0.95765775,0.0017617632,0.0020119247,0.004982526,0.033586025
402,0.59460664,0.0011375181,0.0045168963,0.12845063,0.27128828
403,0.72673064,0.001640316,0.007142468,0.23282044,0.031666122
404,0.0011041918,0.008213306,0.042578567,0.0018738081,0.9462301
405,0.10650646,0.0012218067,0.004280664,0.026045306,0.86194575
406,0.3302367,0.0021688063,0.043929275,0.3894286,0.2342366
407,0.5263488,0.0012438084,0.0038928166,0.017857049,0.4506575
408,0.12976043,0.0024995916,0.040612407,0.6274332,0.19969437
409,0.9305974,0.0010121398,0.0013354602,0.027437797,0.039617214
410,0.009615639,0.02852797,0.09196707,0.0062280144,0.86366135
411,0.10762098,0.0055025592,0.07771584,0.59576064,0.21339999
412,0.901119,0.0015723979,0.0026105929,0.010250652,0.08444735
413,0.3699497,0.0016176469,0.054553658,0.26324663,0.3106324
414,0.9702057,0.0008564317,0.009395739,0.008099158,0.011442964
415,0.26366594,0.0022081765,0.10470346,0.48031455,0.14910784
416,0.99029505,0.0009458986,0.0010183367,0.003978521,0.0037622072
417,0.6005127,0.0012537967,0.01113,0.32784274,0.059260786
418,0.32819822,0.0017943364,0.023988333,0.26988256,0.3761365
419,0.9011589,0.0011628694,0.0022949076,0.025516963,0.06986635
